job_id,job_title,company,location,salary_min,salary_max,description,country,search_keyword,experience_required,degree_required,skills,num_skills,job_level,is_remote,salary_avg,has_salary
5687248123,Data Scientist,Otomeyt Ai,"Bangalore, Karnataka",0.0,0.0,"Greetings from Otomeyt AI We are hiring Data Scientists to join our growing team!  Location: Bangalore  Work Mode: Hybrid  Experience: 3-10 Years About the Role: We are seeking a visionary Data Scientist to spearhead our AI and advanced analytics initiatives within the customer & agency domain. This role is ideal for a seasoned professional who thrives at the intersection of cutting-edge technology, ethical AI, and strategic business impact. You will lead the development and deployment of high-â€¦",India,data scientist,,Not Specified,[],1,Mid,0,0.0,False
5683836437,Data Science,Valuelabs,"Hyderabad, Telangana",0.0,0.0,"Greetings ValueLabs is looking for Data Science Architect | Specialist Please find the details below: Experience: 6 Years Location: Hyderabad/ Hybrid (3 days WFO) Notice Period: Immediate /Less than 10 days(if serving notice) Job Description AI/ML Specialist,AI/ML Model Developer,Developing and implementing AI/ML models and algorithms,Collaborating with the data science team to optimize AI/ML solutions,Staying updated on the latest AI/ML trends and technologies. Masterâ€™s in Data Science, Computâ€¦",India,data scientist,,Master,[],1,Mid,0,0.0,False
5699974316,Data Scientist,Questhiring,"Bangalore, Karnataka",0.0,0.0,"Job Title: Data Scientist (3â€“6 Years) Location: Bangalore / Gurgaon CTC: â‚¹40â€“45 LPA Experience: 3â€“6 Years Education: Tier 1 Institutes Only (IITs, IISc, ISI, BITS Pilani, IIITs, etc.) About the Role We are looking for a highly skilled Data Scientist to drive data-driven decision-making and build scalable ML models. This role requires strong problem-solving ability, deep analytical thinking, and hands-on experience in deploying machine learning solutions in production environments. Key Responsibâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5707162149,Data Science,Switch-Now Consulting,"Bangalore, Karnataka",0.0,0.0,"Job Description Exp - 5 Yrs Location - Bangalore/Gurgaon NP - Immediate to 30 Days (No bench and NP not serving candidates) Data Science & Modelling Independently complete end-to-end data science projects including data collection, analysis, and Modelling. Conduct exploratory data analysis to uncover trends and patterns. Develop, evaluate, and refine machine learning models to improve predictive accuracy. Experience working with LLMs and using traditional NLP techniques . 2. Insight Generation â€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5699980499,Data Scientist,Ltimindtree,India,0.0,0.0,"Job Title- AI/ML GenAI Data scientist Location: PAN India Experience: 4 to 8 Years Interview Mode - F2F on 18th and 25th April 2026 Sat 18-April-2026- Hyderabad & Bangalore Sat 25-April-2026-Chennai, Pune If you are available for faceâ€‘toâ€‘face (F2F) interviews on 18th and 25th April 2026, then please share their passportâ€‘size photograph at tejaswini.karande@ltm.com. Requirements Hands-on experience in Data Science , AI/ML , and Deep Learning (DL) domains Practical exposure to Generative AI (GenAâ€¦",India,data scientist,,Not Specified,[],1,Mid,0,0.0,False
5699982160,Data Scientist,Ltm,"Hyderabad, Telangana",0.0,0.0,Responsibilities Data Science Gen AI Python RAG and Azure/AWS AI/ML NLP Qualifications Education details Required Skills Data Science Gen AI Python RAG and Azure/AWS AI/ML NLP Preferred Skills Machine Learning Deep Learning ChatGPT Langchain Prompt Vector stores RAG Llama Computer vision Deep learning Machine learning OCR Transformer Regression Forecasting Classification Hyper parameter tuning MLOps Inference Model training Model Deployment,India,data scientist,not specified,Not Specified,"['python', 'machine learning', 'aws']",3,Mid,0,0.0,False
5688078796,Data Scientist,Godrej Consumer Products Limited,"Mumbai, Maharashtra",0.0,0.0,"Job Title: Data Scientist Job Type: Permanent, Full-time Function: Information Technology Business: Godrej Consumer Products Limited Location: Mumbai, Maharashtra, India About Godrej Industries Limited and Associate Companies (GILAC) GILAC is a holding company of the Godrej Group. We have significant interests in consumer goods, real estate, agriculture, chemicals, and financial services through our subsidiary and associate companies, across 18 countries. https://www.godrejindustries.com/ Aboutâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5699972391,Data Scientist,Tata Consultancy Services,"Kolkata, West Bengal",0.0,0.0,"Greetings from TCS Walk-in Interview for Data Scientist(Python) in Kolkata Walk-in Interview Date: 18th April 2026 Experience Required: 4-6 Years Location: Kolkata Job Description: The candidate in this position, 8 years of hands-on experience as Data scientist Good experience with LLMs Hands on experience of ML/NLP/Deep Learning and Gen AI concepts Good knowledge of Python programming and ML Ops Good understanding of Azure AI foundry services Should have knowledge of GenAI concepts, theories, â€¦",India,data scientist,,Not Specified,['python'],1,Mid,0,0.0,False
5694091518,Data Scientist,Diligente Technologies,"Bangalore, Karnataka",0.0,0.0,"Looking for: Data Scientist Job Type: Full time Location: Bangalore, India Description: Looking for a passionate Data Scientist to join growing AI team. As an early member of the team, you will play a key role in designing and building advanced AI systems that power platform. This role sits at the intersection of AI engineering and applied data science, requiring strong experience working with complex and messy datasets. You will help transform raw construction product data into structured inteâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5710344489,Data Scientist,Tezo,"Hyderabad, Telangana",0.0,0.0,"Role: Data Scientist Location: Hyderabad Experience: 3-5 years About the role: We are seeking a seasoned Data Scientist to spearhead AI and machine learning initiatives for our insurance operations. You will design, develop, and deploy advanced GenAI solutions like RAG and Agentic AI workflows to optimize risk assessment, claims automation, fraud detection, and personalized underwriting. You'll integrate AI into production systems on Cloud platforms, drive model performance, and align innovatioâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5709942695,Data Scientist,Minfy,"Delhi, India",0.0,0.0,"Data Scientist â€“ ML, GenAI & Agentic AI Education Bachelorâ€™s or Masterâ€™s degree in Computer Science, Data Science, Statistics, Mathematics, or a related field Strong academic foundation in statistics, probability, and machine learning Core Experience 5â€“8 years of professional experience in Data Science, Machine Learning, or Applied AI Hands-on experience building, training, and deploying ML models in production environments Strong understanding of data preprocessing, feature engineering, and moâ€¦",India,data scientist,,Master,['machine learning'],1,Mid,0,0.0,False
5704493026,Data Scientist,Garden City Games,India,0.0,0.0,"Garden City Games â€“ Data Scientist https://www.gardencity.games About Us Garden City Games develops free-to-play mobile and social games enjoyed by millions of players worldwide. Based in Bangalore, the studio is home to over 100 talented professionals dedicated to creating exceptional gaming experiences across phones, tablets, and desktops. Previously known as PopReach Games , the company was founded by industry leaders and manages globally recognized IPs such as Smurfsâ€™ Village, War of Nationâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5709941910,Data Scientist,Movate,"Chennai, Tamil Nadu",0.0,0.0,"Position: Permanent Job Title: Data Scientist Experience: 8 Years Location: Bangalore/Hyderabad/Chennai Work Mode: Hybrid Senior Data Scientist (LLM / Transformer) In this role, you'll be joining our growing team focused on building Generative AI applications for document summarization, classification, and question and answer using unstructured and structured data. You will implement best practices and state of the art techniques for AI and LLMs, and work on research, experimentation and implemâ€¦",India,data scientist,,Not Specified,[],1,Mid,0,0.0,False
5709939904,Data Scientist,Digifocal It Solutions Pvt Ltd,"Thane, Maharashtra",0.0,0.0,"Weâ€™re Hiring: Data Scientist / Machine Learning Engineer (3â€“7 years experience) Are you passionate about turning data into real business impact? Weâ€™re looking for a Data Scientist / ML Engineer to join our team and help productionize cutting-edge predictive models that power smarter decisions in the fintech and customer engagement space. What Youâ€™ll Do: Build, deploy, and optimize predictive models across lending, collections, and CRM use cases. Work hands-on with large-scale datasets and moderâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5709944568,Data Scientist,360 One,"Mumbai, Maharashtra",0.0,0.0,"Job Title Data Scientist â€“ RM-MIS Role Overview The RM-MIS team at 360 ONE Wealth operates at the intersection of data, technology, and client advisory, forming the analytical backbone for Relationship Managers serving ultra-high-net-worth clients. This role is designed for a seasoned Data Science professional who will lead advanced analytics initiatives within the RM-MIS function. The individual will leverage data to generate investment insights, enhance client experience, and build scalable dâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5708301333,Data Scientist,Nobl Q,India,0.0,0.0,"Data Scientist Job Description Data Scientist â€” Machine Learning / Deep Learning (PyTorch or TensorFlow) Role summary We are seeking an experienced Data Scientist for Cyber Analytics & AI team to design, build, and deploy machine learning and deep learning solutions for client engagements. Youâ€™ll lead end-to-end model development: data preparation, model design with PyTorch or TensorFlow, scalable training with distributed engines and production hand-offâ€”working closely with engineers, consultaâ€¦",India,data scientist,not specified,Not Specified,['machine learning'],1,Mid,0,0.0,False
5699972559,Data Scientist,Card91,"Bangalore, Karnataka",0.0,0.0,"Position: Associate Data Scientist(ML Engineer) We are seeking a talented Data Scientist/ML Engineer to join our growing team. In this role, you will play a vital part in building and deploying machine learning and AI-driven systems, selecting the right algorithms, and implementing scalable solutions in production environments. Responsibilities & Duties Develop and implement machine learning algorithms and models (e.g., regression, classification, clustering, NLP, etc.) Design and build AI-poweâ€¦",India,data scientist,not specified,Not Specified,['machine learning'],1,Mid,0,0.0,False
5699705858,Data Scientist,Pwc India,"Jaipur, Rajasthan",0.0,0.0,"At PwC, your work makes a difference. Join us to shape the future of Power/ Energy sector through innovation, teamwork and deep expertise. Weâ€™re looking for Data Governance professionals . What youâ€™ll do Analyse and interpret complex data sets to support data driven decision-making and strategy Identify patterns, trends, and anomalies in data to provide actionable insights to the department. Assist in identification and evaluation of potential AI/ML use cases to improve service delivery. Work câ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5683836293,Data Scientist,Tata Consultancy Services,"Bangalore, Karnataka",0.0,0.0,"Job Title - Data Scientist Location - Bengaluru or Chennai Experience - 7 â€“ 12 Years Key Responsibilities Data Collection and Cleaning: Gather large sets of structured and unstructured data from various sources and ensure its quality and integrity. Exploratory Data Analysis (EDA): Identify patterns, trends, and insights through visualizations and statistical methods. Model Development: Design and implement predictive and prescriptive models using machine learning and statistical techniques. Datâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5711045554,Data Scientist,Somnetics ,India,0.0,0.0,"Company : Som Imaging Informatics Pvt. Ltd. (SOMNETICS), Kolkata Role : Data Science AI/ML Location : Remote Relevant Experience : 5 years Requirements Strong programming in Python with hands-on Django/Flask experience 5 years of expertise in Machine Learning, Deep Learning, NLP, and Computer Vision (TensorFlow/PyTorch, scikit-learn) Familiarity with Generative AI, LangChain, RAG, LLMs preferred Knowledge of SQL/NoSQL databases, API development, and data visualization (Power BI/Tableau) Experieâ€¦",India,data scientist,,Not Specified,"['python', 'sql', 'machine learning', 'tableau', 'power bi']",5,Mid,0,0.0,False
5690363230,Data Scientist,Kidaura,"Nashik, Maharashtra",0.0,0.0,"We are seeking a skilled and motivated Data Scientist with 2-5 years of experience to join our team. The successful candidate will develop and enhance machine learning (ML) models to analyze user interaction data collected through a mobile game application. This role will also involve incorporating additional data sources, such as facial expressions and gaze data from video content. Key Responsibilities Model Development: Design, develop, and implement machine learning models to process and anaâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5710346057,Data Scientist,Tezo,"Hyderabad, Telangana",0.0,0.0,"Tezo is a new generation Digital & AI solutions provider, with a history of creating remarkable outcomes for our customers. We bring exceptional experiences using cutting-edge analytics, data proficiency, technology, and digital excellence. About the role: We are seeking a seasoned Data Scientist to spearhead AI and machine learning initiatives for our insurance operations. You will design, develop, and deploy advanced GenAI solutions like RAG and Agentic AI workflows to optimize risk assessmenâ€¦",India,data scientist,not specified,Not Specified,"['machine learning', 'excel']",2,Mid,0,0.0,False
5711043780,Data Scientist,As Technology Corporation,"Hyderabad, Telangana",0.0,0.0,"Job Title: Data Scientist Location: Hyderabad (5 Days) Shift timing: 1 PM to 10 PM Experience: 7 years Mandatory Skills: Data Scientist, Python, Pytorch, AWS, SQL, Gen Ai Position Description: Weâ€™re looking for a Senior Data Scientist with strong analytical thinking, deep technical The candidate should have 4 years of high-quality proven experience in AI/ML working. The Youâ€™ll work with cross-functional teams to design, develop, and deploy scalable AI/ML solutions, including Generative AI, predâ€¦",India,data scientist,,Not Specified,"['python', 'sql', 'aws']",3,Mid,0,0.0,False
5707162315,Data Scientist,Itc Infotech,"Bangalore, Karnataka",0.0,0.0,"We are seeking a skilled Python Developer with strong Data Science and Machine Learning expertise to join our team. The ideal candidate will be responsible for designing and developing robust data pipelines, building and maintaining ML models, and transforming complex datasets into actionable business insights. Role - Data Science Experience - 3 to 5 years Location - Bangalore (hybrid) Notice period - Immediate joiners Key Responsibilities: Write clean, scalable, and efficient Python code for dâ€¦",India,data scientist,,Not Specified,"['python', 'machine learning']",2,Mid,0,0.0,False
5687247314,Data Scientist,Rakuten Symphony,"Bangalore, Karnataka",0.0,0.0,"Greetings from Rakuten Symphony India. Why should you choose us? Rakuten Symphony is reimagining telecom, changing supply chain norms and disrupting outmoded thinking that threatens the industryÊ¼s pursuit of rapid innovation and growth. Based on proven modern infrastructure practices, its open interface platforms make it possible to launch and operate advanced mobile services in a fraction of the time and cost of conventional approaches, with no compromise to network quality or security. Rakuteâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5707159325,Data Scientist,Joveo Ai,India,0.0,0.0,"About Joveo Joveo was founded in 2017 by a group of visionary entrepreneurs and enthusiastic problem solvers who foresaw the need for greater transparency and predictability in recruitment marketing. The focus was on building a cutting-edge technology platform that uses data and machine learning to enable employers, staffing agencies, RPOs, advertising agencies, and job sites to address this need better and more cost-effectively. We're the global leader in programmatic job advertising driving nâ€¦",India,data scientist,not specified,Not Specified,['machine learning'],1,Mid,0,0.0,False
5678811756,Data Scientist,Protect Group,India,0.0,0.0,"Data Scientist Location: Pune (Baner) - Onsite, with possible options of Hybrid Contract: Full-time Salary: Competitive depending on experience. About Protect Group: Protect Group, established in 2016, is an innovative global technology leader enhancing customer experiences and revenue opportunities for businesses through AI-driven solutions. With over 400 partners across 75 countries, we provide an intuitive widget that seamlessly integrates with online sales platforms, dramatically improving â€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5699982221,Data Scientist,Anblicks,"Hyderabad, Telangana",0.0,0.0,"About Anblicks Anblicks is Data and AI Company â€“ We bring value to your data. Anblicks is a Data and AI company, specializing in data modernization and transformation, that helps organizations across industries make decisions better, faster, and at scale. Enabling Enterprises with Data-Driven Decision Making. Since 2004, Anblicks has been enabling customers across the globe, with their digital transformation journey. Anblicks is headquartered in Addison, Texas, and employs more than 550 technolâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5711046093,Data Scientist,Infosys Finacle,"Chennai, Tamil Nadu",0.0,0.0,"Job Title: Data Scientist AIML Engineer Experience: 5 Years Location: Chennai, Bengaluru (Chennai preferred) - Onsite Mandatory Skills: AIâ€‘driven products using GenAI, LLMs, RAG, and Machine Learning. Join us in building cuttingâ€‘edge AI solutions that drive real business impact. Job Description : Must have skills: 5 years of experience in Data Science / AI Excellent analytical and problemâ€‘solving skills Strong experience using Python, SQL (SLQ*) and statistical programming languages Handsâ€‘on exâ€¦",India,data scientist,,Not Specified,"['python', 'sql', 'machine learning', 'excel']",4,Mid,0,0.0,False
5707160340,Data Scientist,Ls Digital Group,"Navi Mumbai, Maharashtra",0.0,0.0,"About the Role: We are seeking a highly motivated Data Scientist to join our LS Digital team. The ideal candidate will have hands-on experience in building ML models, developing end-to-end pipelines, and deploying AI/ML solutions. Exposure to Generative AI technologies is a plus. In this role, you will contribute to the design, development, and deployment of AI/ML-driven products and services leveraging Google Vertex AI and related Google Cloud Machine Learning capabilities. Key Responsibilitieâ€¦",India,data scientist,not specified,Not Specified,['machine learning'],1,Mid,0,0.0,False
5701275788,Data Scientist,Hclsoftware,India,0.0,0.0,"Senior Python Developer (Data Science, AI/ML) Kindly share CV to monica_sharma@hcl-software.com with the below details: Total Experience- should be 7 to 12 years. Current CTC- Expected CTC- Notice period- No. of years of experience in Python programming/development- Willing to work in Pune- Yes/No HCL Software ( hcl-software.com ) delivers software that fulfils the transformative needs of clients around the world. We build award winning software across AI, Automation, Data & Analytics, Securityâ€¦",India,data scientist,,Not Specified,['python'],1,Mid,0,0.0,False
5705681798,Data Scientist,Perfios,"Mumbai, Maharashtra",0.0,0.0,"We are seeking a highly skilled Data Scientist with experience of 3-5 years to join our team and lead the development of advanced models that analyze user interaction patterns and measure behavioral dynamics over time. The ideal candidate will have experience working with large-scale interaction data, behavioral analytics, and machine learning for pattern recognition and anomaly detection. This role will focus on designing, developing, and deploying ML models that leverage user interaction dataâ€¦",India,data scientist,,Not Specified,['machine learning'],1,Mid,0,0.0,False
5643596426,Data Scientist,"Prudent Technologies And Consulting, Inc.","Hyderabad, Telangana",0.0,0.0,"Role and Responsibilities Â· Design, develop, implement, and maintain AIML products to solve specific business problems Â· Optimize the existing codes using advanced programming skills Â· Execute AIML POC projects Â· Collaborate with various stake holders (Data engineers, Cloud Engineers, Bas) in the practice to deliver optimal outcomes Â· Work on various cloud platforms includes AWS, AZURE and GCP Â· Work on big-data tools (PySpark) Â· Design and develop ML pipelines includes feature engineering, modâ€¦",India,data scientist,not specified,Not Specified,"['aws', 'spark']",2,Mid,0,0.0,False
5693749965,Data Scientist,Lingaro,India,0.0,0.0,"Data Scientist - Time series Forecasting India, Remote Growth through diversity, equity, and inclusion. As an ethical business, we do what is right â€” including ensuring equal opportunities and fostering a safe, respectful workplace for each of us. We believe diversity fuels both personal and business growth. We're committed to building an inclusive community where all our people thrive regardless of their backgrounds, identities, or other personal characteristics. Tasks/ Responsibilities: Runniâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5704483190,Data Scientist,Muthoot Fincorp Ltd.,"Thiruvananthapuram, Kerala",0.0,0.0,"Role Overview' We are looking for an experienced Data Scientist with strong analytical capabilities and hands-on experience in building, deploying, and maintaining machine learning models in a FinTech environment. The role requires translating business problems into data-driven solutions , particularly in areas such as customer propensity modelling, risk analytics, and customer behavior analysis . The candidate should be comfortable working with large datasets, collaborating with business teamsâ€¦",India,data scientist,not specified,Not Specified,['machine learning'],1,Mid,0,0.0,False
5711044274,Data Scientist,Cosette Network Pvt Ltd,"Noida, Ghaziabad",0.0,0.0,"Exp.:- 7-14 yrs Location :- Noida What you need: â— 7â€“10 years of experience in Data Science / ML Engineering. â— Strong hands-on experience building production-grade recommendation systems. â— Practical experience with: â—‹ LightFM â—‹ Matrix factorization (ALS, SVD) â—‹ Deep Learningâ€“based Two-Tower models â—‹ Ranking and re-ranking strategies â— Strong foundation in statistics, probability, and experimental design. â— Experience with ML frameworks such as Scikit-learn, PyTorch, TensorFlow, XGBoost, Lightâ€¦",India,data scientist,,Not Specified,[],1,Mid,0,0.0,False
5699705517,Data Scientist,Edgeverve,"Bangalore, Karnataka",0.0,0.0,"Role Designation: Member of Technical Staff (PE) - Emerging Tech Job Location: Bangalore, Chennai Job Summary: We are seeking a highly skilled and motivated Data Scientists (AI/ML) with strong programming skills to join our growing AI Engineering team. The ideal candidate will be responsible for designing, developing, and deploying scalable code and solutions that drive business impact. Key Responsibilities: The ideal candidate will have strong coding skills in Python and experience building scâ€¦",India,data scientist,not specified,Not Specified,['python'],1,Mid,0,0.0,False
5711045023,Data Scientist,Infosys Finacle,"Chennai, Tamil Nadu",0.0,0.0,"Job Title: Data Scientist AIML Engineer Experience: 5 Years Location: Chennai, Bengaluru (Chennai preferred) - Onsite Mandatory Skills: AIâ€‘driven products using GenAI, LLMs, RAG, and Machine Learning. Join us in building cuttingâ€‘edge AI solutions that drive real business impact. Job Description : Must have skills: 5 years of experience in Data Science / AI Excellent analytical and problemâ€‘solving skills Strong experience using Python, SQL (SLQ*) and statistical programming languages Handsâ€‘on exâ€¦",India,data scientist,,Not Specified,"['python', 'sql', 'machine learning', 'excel']",4,Mid,0,0.0,False
5685310930,Data Scientist,Hclsoftware,"Navi Mumbai, Maharashtra",0.0,0.0,"Please share CV to monica_sharma@hcl-software.com with the below details: Total Experience- Current CTC- Expected CTC- Notice Period- Location preference- Bangalore/ Pune/ Navi Mumbai HCL Software ( hcl-software.com ) delivers software that fulfils the transformative needs of clients around the world. We build award winning software across AI, Automation, Data & Analytics, Security and Cloud. The HCL Unica Marketing Platform enables our customers to deliver precision and high performance Marketâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5694090856,Data Scientist,Circuitry.Ai,"Hyderabad, Telangana",0.0,0.0,"Data Scientist Location: Hyderabad, India â€“ 5 days a week onsite requirement Experience: 3â€“5 Years Company: Circuitry.ai About Circuitry.ai Circuitry.ai is an Enterprise AI SaaS company building advanced AI systems for the US SLM sector. We specialize in: Production-grade RAG architectures Fine-tuned LLM systems Knowledge Graphâ€“driven AI Agentic AI frameworks Trust-centric AI systems with explainability and evidence Our focus is solving the â€œTrust in AIâ€ problem for enterprises by combining LLMâ€¦",India,data scientist,,Not Specified,[],1,Mid,0,0.0,False
5694090699,Data Scientist,Webmd,India,0.0,0.0,"About the company: Headquartered in El Segundo, Calif., Internet BrandsÂ® is a fully integrated online media and software services organization focused on four high-value vertical categories: Health, Automotive, Legal, and Home/Travel. The company's award-winning consumer websites lead their categories and serve more than 250 million monthly visitors, while a full range of web presence offerings has established deep, long-term relationships with SMB and enterprise clients. Internet Brands' powerâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5659386866,Data Scientist,Media.Net,"Bangalore, Karnataka",0.0,0.0,"Role : Data Scientist 2 About Media.net : Media.net is a leading global ad tech company, building innovative products and solutions for advertisers and publishers. Media.net creates the most transparent and efficient path for ad budgets to become publisher revenue, while delivering meaningful value to advertisers, publishers, app developers, and end users across the open web. We are one of the worldâ€™s largest independent contextual advertising businesses, with one of the industryâ€™s most comprehâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5690365227,Data Scientist,Kaleidofin Private Limited,India,0.0,0.0,"What youâ€™ll do? â€¢ Provide analytical insights by analyzing various types of data, including mining our customer data, review of relevant cases/samples, and incorporation of feedback from others. â€¢ Work closely with business partners and stakeholders to determine how to design analysis, testing, and measurement approaches that will significantly improve our ability to understand and address emerging business issues. â€¢ Produce intelligent, scalable, and automated solutions by leveraging Data Scieâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
5697210103,Data Scientist,Deloitte,"Bangalore, Karnataka",0.0,0.0,"Technology & Transformation â€“ EAD â€“ AI/ML â€“ Data Science- Senior Consultant Your potential, unleashed. Indiaâ€™s impact on the global economy has increased at an exponential rate, and Deloitte presents an opportunity to unleash and realize your potential amongst cutting-edge leaders and organizations shaping the future of the region, and indeed, the world beyond. At Deloitte, bring your whole self to work every day. Combine that with our drive to propel with purpose, and you have the perfect playâ€¦",India,data scientist,not specified,Not Specified,[],1,Mid,0,0.0,False
